Time,Mfa_modbus,AirCon,CO2ra_Multi Trend Log List_343 14122018_CO2R_Trend_5m,CO2sa_Multi Trend Log List_344 14122018_CO2S_Trend_5m,FanSpeed_Multi Trend Log List_381 14122018_VSD_FAN,FanPower,PumpStatus_Multi Trend Log List_363 14122018_LT3 Mixing Pump VSD FeedBack,PumpPower,Msa_Multi Trend Log List_304 14122018_Msa_Modbus,Qmain_Multi Trend Log List_348 14122018_BTU Meter AHU-RC,Qpre_Multi Trend Log List_353 14122018_BTU Meter Precooling Unit-RC,RHoa_Multi Trend Log List_339 14122018_OutDoor_RH,RHra_Multi Trend Log List_367 14122018_LT3 Return Air RH,Tglobe_Multi Trend Log List_338 14122018_GlobeTemp,Toa_Multi Trend Log List_340 14122018_OutDoor_Temperature,Tra_Multi Trend Log List_368 14122018_LT3 Return Air Temp,ValPos_main1_Multi Trend Log List_331 14122018_ValvePos_main_return,ValPos_main2_Multi Trend Log List_332 14122018_ValvePos_main_supply,ValPos_main3_Multi Trend Log List_333 14122018_ValvePos_old,Vz_Multi Trend Log List_337 14122018_AirSpeed,RHz,Tz,Vz,Trad
2019-04-02 07:39:58.100,70.2,0,439.13,439.75,0.0,0.0,0.34,0.0,309.92,0.0,0,71.17,72.54,3013.75,27.99,27.02,92.67,80.79,3.13,10.15,72.54,27.02,0.1015,30.1375
2019-04-02 07:44:58.095,91.26,0,437.13,436.88,0.0,0.0,0.34,0.0,309.92,0.0,0,72.46,72.26,3016.87,27.82,27.05,92.65,80.75,2.81,10.15,72.26,27.05,0.1015,30.168699999999998
2019-04-02 07:49:58.090,70.2,0,442.0,437.63,0.0,0.0,0.34,0.0,309.92,0.0,0,72.92,72.61,3013.75,27.82,27.05,92.71,80.89,1.83,10.15,72.61,27.05,0.1015,30.1375
2019-04-02 07:54:58.085,70.2,0,437.13,437.63,0.0,0.0,0.34,0.0,309.92,0.0,0,73.34,72.96,3013.75,27.82,27.05,92.71,80.85,3.19,10.15,72.96,27.05,0.1015,30.1375
2019-04-02 07:59:58.080,91.26,0,433.63,440.38,0.0,0.0,0.34,0.0,309.92,0.0,0,73.69,72.68,3013.75,27.65,27.05,92.71,80.81,1.05,10.15,72.68,27.05,0.1015,30.1375
2019-04-02 08:04:58.075,445.77,0,458.75,459.88,0.0,0.0,0.34,0.0,343.61,0.0,0,73.65,65.75,3013.75,27.65,27.37,92.75,80.81,0.08,10.15,65.75,27.37,0.1015,30.1375
2019-04-02 08:09:58.070,91.26,0,459.5,462.75,0.0,0.0,0.34,0.0,343.61,0.0,0,74.04,64.88,3013.75,27.69,27.63,92.71,80.75,2.0,10.15,64.88,27.63,0.1015,30.1375
2019-04-02 08:14:58.065,91.26,0,456.0,460.63,0.0,0.0,0.34,0.0,343.61,0.0,0,73.79,64.56,3013.75,27.74,27.72,92.71,80.89,1.27,10.15,64.56,27.72,0.1015,30.1375
2019-04-02 08:19:58.060,386.1,0,456.0,459.88,0.0,0.0,0.34,0.0,343.61,0.0,0,74.18,64.63,3013.75,27.69,27.8,92.58,80.81,0.13,10.15,64.63,27.8,0.1015,30.1375
2019-04-02 08:24:58.055,445.77,0,456.63,457.88,0.0,0.0,0.34,0.0,384.04,0.0,0,74.88,64.42,3013.75,27.82,27.83,92.75,80.91,1.86,10.15,64.42,27.83,0.1015,30.1375
2019-04-02 08:29:58.050,386.1,0,453.88,455.0,0.0,0.0,0.34,0.0,343.61,0.0,0,74.35,64.35,3016.87,27.9,27.86,92.71,80.85,0.75,10.15,64.35,27.86,0.1015,30.168699999999998
2019-04-02 08:34:58.045,386.1,0,453.88,455.0,0.0,0.0,0.34,0.0,343.61,0.0,0,74.53,64.28,3013.75,27.69,27.89,92.65,81.56,2.1,10.15,64.28,27.89,0.1015,30.1375
2019-04-02 08:39:58.040,386.1,0,451.0,453.0,0.0,0.0,0.34,0.0,343.61,0.0,0,75.78,64.31,3013.75,27.53,27.92,92.75,80.91,1.83,10.15,64.31,27.92,0.1015,30.1375
2019-04-02 08:44:58.035,386.1,0,451.75,455.0,0.0,0.0,0.34,0.0,343.61,0.0,0,75.4,64.31,3016.87,27.53,27.95,92.67,80.38,1.45,10.15,64.31,27.95,0.1015,30.168699999999998
2019-04-02 08:49:58.030,445.77,0,449.0,453.0,0.0,0.0,0.34,0.0,343.61,0.0,0,75.22,64.17,3013.75,27.74,27.98,92.67,80.69,0.0,10.15,64.17,27.98,0.1015,30.1375
2019-04-02 08:54:58.025,386.1,0,449.0,452.25,0.0,0.0,0.34,0.0,343.61,0.0,0,74.59,64.24,3016.87,27.94,27.98,92.65,80.81,2.35,10.15,64.24,27.98,0.1015,30.168699999999998
2019-04-02 08:59:58.020,445.77,1,449.0,452.25,45.0,5620.568999999901,0.34,0.0,343.61,0.0,0,74.35,64.17,3013.75,28.03,28.0,92.58,80.79,81.34,10.15,64.17,28.0,0.1015,30.1375
2019-04-02 09:04:58.015,3997.89,1,447.5,472.5,45.0,5620.568999999901,0.34,0.0,49709.28,45.75,0,73.97,59.97,2933.13,28.28,27.86,92.61,80.91,82.64,10.15,59.97,27.86,0.1015,29.331300000000002
2019-04-02 09:09:58.010,4113.72,1,453.13,470.38,45.0,5620.568999999901,0.34,0.0,49331.98,44.52,0,72.57,60.33,2786.87,28.41,26.91,92.67,80.81,79.94,9.97,60.33,26.91,0.09970000000000001,27.8687
2019-04-02 09:14:58.005,3861.0,1,455.25,470.38,45.0,5620.568999999901,0.34,0.0,50423.46,47.0,0,72.36,60.18,2695.63,28.44,26.22,92.81,80.85,81.05,9.97,60.18,26.22,0.09970000000000001,26.956300000000002
2019-04-02 09:19:58.000,3959.28,1,460.88,473.13,45.0,5620.568999999901,0.34,0.0,50308.91,45.68,0,72.32,60.04,2629.37,28.57,25.67,92.67,81.09,80.53,9.97,60.04,25.67,0.09970000000000001,26.293699999999998
2019-04-02 09:24:57.995,4057.56,1,460.88,475.25,45.0,5620.568999999901,0.34,0.0,46360.73,45.08,0,72.64,60.04,2570.0,28.75,25.25,92.71,80.95,80.72,9.97,60.04,25.25,0.09970000000000001,25.7
2019-04-02 09:29:57.990,3959.28,1,488.88,477.38,45.0,5620.568999999901,0.34,0.0,49594.73,40.05,0,66.14,60.81,2535.0,28.83,24.96,93.19,80.89,81.72,9.97,60.81,24.96,0.09970000000000001,25.35
2019-04-02 09:34:57.985,4096.17,1,531.5,495.5,45.0,5620.568999999901,0.34,0.0,52229.1,43.97,0,69.91,61.09,2518.13,28.95,24.84,92.61,80.85,80.32,9.97,61.09,24.84,0.09970000000000001,25.1813
2019-04-02 09:39:57.980,4057.56,1,580.38,510.88,45.0,5620.568999999901,0.34,0.0,51029.83,43.65,0,70.79,61.34,2507.5,29.25,24.73,92.24,80.81,81.86,9.97,61.34,24.73,0.09970000000000001,25.075
2019-04-02 09:44:57.975,3997.89,1,628.63,536.0,45.0,5620.568999999901,0.34,0.0,50915.29,44.09,0,70.41,61.23,2503.75,29.37,24.67,92.75,80.81,80.99,9.97,61.23,24.67,0.09970000000000001,25.0375
2019-04-02 09:49:57.970,3997.89,1,662.25,561.75,45.0,5620.568999999901,0.34,0.0,51777.69,39.88,0,69.67,61.41,2503.75,29.41,24.62,92.61,80.65,82.97,9.97,61.41,24.62,0.09970000000000001,25.0375
2019-04-02 09:54:57.965,4096.17,1,695.13,582.0,45.0,5620.568999999901,0.34,0.0,48732.34,41.31,0,65.38,61.93,2496.88,29.54,24.59,92.75,80.79,80.7,9.97,61.93,24.59,0.09970000000000001,24.9688
2019-04-02 09:59:57.960,4036.5,1,736.38,600.13,45.0,5620.568999999901,0.34,0.0,48355.04,40.6,0,68.94,61.66,2496.88,29.62,24.59,92.65,80.91,81.02,9.97,61.66,24.59,0.09970000000000001,24.9688
2019-04-02 10:04:57.955,4096.17,1,760.13,615.5,45.0,5620.568999999901,0.34,0.0,50046.16,40.45,0,68.52,61.93,2493.12,29.7,24.53,92.75,80.79,80.43,9.97,61.93,24.53,0.09970000000000001,24.9312
2019-04-02 10:09:57.950,4057.56,1,789.5,630.88,45.0,5620.568999999901,0.34,0.0,50841.17,37.89,0,68.41,62.32,2493.12,29.41,24.53,92.67,81.05,81.83,9.97,62.32,24.53,0.09970000000000001,24.9312
2019-04-02 10:14:57.945,4096.17,1,812.63,641.25,45.0,5620.568999999901,0.34,0.0,50389.76,40.86,0,62.79,62.21,2496.88,29.28,24.53,92.61,80.79,81.16,9.97,62.21,24.53,0.09970000000000001,24.9688
2019-04-02 10:19:57.940,3938.22,1,835.75,658.75,45.0,5620.568999999901,0.34,0.0,48920.99,39.97,0,68.69,62.18,2490.0,29.2,24.5,92.65,80.79,81.56,9.97,62.18,24.5,0.09970000000000001,24.9
2019-04-02 10:24:57.935,4113.72,1,840.63,661.5,45.0,5620.568999999901,0.34,0.0,50160.68,37.09,0,70.96,62.21,2490.0,29.41,24.44,92.71,80.81,80.97,9.97,62.21,24.44,0.09970000000000001,24.9
2019-04-02 10:29:57.930,4096.17,1,858.75,669.25,45.0,5620.568999999901,0.34,0.0,50046.16,38.21,0,70.86,62.63,2490.0,29.49,24.44,92.65,80.85,81.91,9.97,62.63,24.44,0.09970000000000001,24.9
2019-04-02 10:34:57.925,4057.56,1,876.25,676.13,45.0,5620.568999999901,0.34,0.0,49446.51,40.42,0,69.6,62.56,2483.13,29.79,24.42,92.75,80.89,81.32,9.97,62.56,24.42,0.09970000000000001,24.831300000000002
2019-04-02 10:39:57.920,3976.83,1,889.5,691.5,45.0,5620.568999999901,0.34,0.0,48092.27,40.54,0,69.14,62.46,2479.38,29.79,24.39,92.71,80.85,81.29,9.97,62.46,24.39,0.09970000000000001,24.7938
2019-04-02 10:44:57.915,4369.95,1,904.25,699.25,45.0,5620.568999999901,0.34,0.0,49446.51,38.54,0,63.88,62.63,2475.62,29.7,24.39,92.81,80.89,80.26,9.97,62.63,24.39,0.09970000000000001,24.7562
2019-04-02 10:49:57.910,5584.41,1,902.13,735.5,45.0,5620.568999999901,0.34,0.0,52006.77,41.8,0,62.86,62.81,2479.38,29.45,24.36,92.61,80.79,81.18,9.97,62.81,24.36,0.09970000000000001,24.7938
2019-04-02 10:54:57.905,5584.41,1,902.13,734.75,45.0,5620.568999999901,0.34,0.0,53246.46,41.04,0,63.7,62.74,2479.38,29.25,24.33,92.71,80.95,82.56,9.97,62.74,24.33,0.09970000000000001,24.7938
2019-04-02 10:59:57.900,5584.41,1,909.88,733.38,45.0,5620.568999999901,0.34,0.0,53246.46,38.75,0,69.04,62.74,2468.75,29.25,24.33,92.71,80.69,80.02,9.97,62.74,24.33,0.09970000000000001,24.6875
2019-04-02 11:04:57.895,5584.41,1,884.0,714.5,44.84,5605.030170688173,0.34,0.0,54492.91,38.23,0,65.06,63.13,2458.75,29.33,24.27,92.78,80.85,82.02,9.97,63.13,24.27,0.09970000000000001,24.5875
2019-04-02 11:09:57.890,4096.17,1,866.5,697.13,42.64,4646.000271167839,0.34,0.0,50497.57,40.43,0,70.86,63.23,2433.75,29.54,24.1,92.71,80.51,81.34,9.97,63.23,24.1,0.09970000000000001,24.3375
2019-04-02 11:14:57.885,3173.04,1,838.5,669.25,39.24,2111.4812273278367,0.34,0.0,36571.16,36.51,0,69.74,62.46,2413.12,29.87,24.02,92.71,80.75,80.72,9.97,62.46,24.02,0.09970000000000001,24.1312
2019-04-02 11:19:57.880,2604.42,1,822.38,641.25,38.03,1483.439596143784,0.34,0.0,26741.14,30.54,0,69.36,60.71,2413.12,29.91,24.07,92.71,80.55,82.16,9.97,60.71,24.07,0.09970000000000001,24.1312
2019-04-02 11:24:57.875,2565.81,1,807.0,626.0,37.36,1299.4836232315283,0.34,0.0,24214.58,30.29,0,68.45,59.45,2406.25,30.0,24.1,92.75,80.91,79.72,9.97,59.45,24.1,0.09970000000000001,24.0625
2019-04-02 11:29:57.870,2327.13,1,799.38,617.63,37.67,1367.3990923354868,0.34,0.0,23466.71,29.78,0,68.31,58.93,2409.38,30.08,24.13,92.61,80.71,80.8,9.97,58.93,24.13,0.09970000000000001,24.0938
2019-04-02 11:34:57.865,2386.8,1,804.88,623.13,37.59,1346.9128310878295,0.34,0.0,23763.16,30.79,0,63.81,58.29,2413.12,30.13,24.13,92.75,80.99,77.02,9.97,58.29,24.13,0.09970000000000001,24.1312
2019-04-02 11:39:57.860,2425.41,1,807.0,623.13,37.41,1308.310779311927,0.34,0.0,22638.0,24.06,0,65.48,57.73,2416.25,29.95,24.13,92.71,80.81,71.77,9.97,57.73,24.13,0.09970000000000001,24.1625
2019-04-02 11:44:57.855,2565.81,1,812.63,618.25,38.12,1518.2193132161628,0.34,0.0,23203.95,27.43,0,64.71,57.88,2423.75,29.87,24.13,92.71,81.03,73.85,9.97,57.88,24.13,0.09970000000000001,24.2375
2019-04-02 11:49:57.850,2506.14,1,804.88,663.63,37.75,1389.8677499999758,0.34,0.0,24295.42,27.42,0,66.53,58.01,2423.75,30.04,24.13,92.71,80.81,77.96,9.97,58.01,24.13,0.09970000000000001,24.2375
2019-04-02 11:54:57.845,2386.8,1,807.0,681.13,37.99,1468.6972253278363,0.34,0.0,24140.46,30.43,0,66.74,57.53,2426.88,30.33,24.13,92.61,80.81,68.58,9.97,57.53,24.13,0.09970000000000001,24.268800000000002
2019-04-02 11:59:57.840,2425.41,1,804.25,653.13,37.39,1304.67917476804,0.34,0.0,23540.83,28.75,0,65.34,56.76,2420.0,30.16,24.13,92.75,80.89,48.5,9.97,56.76,24.13,0.09970000000000001,24.2
2019-04-02 12:04:57.835,2369.25,1,807.0,668.5,37.15,1271.777957999846,0.34,0.0,23237.64,25.27,0,65.59,56.3,2395.63,30.13,24.13,93.11,80.89,31.4,9.97,56.3,24.13,0.09970000000000001,23.956300000000002
2019-04-02 12:09:57.830,2485.08,1,809.88,676.88,37.6,1349.3635919999797,0.34,0.0,22334.81,26.05,0,62.3,56.44,2413.12,30.21,24.13,92.65,80.95,24.72,9.97,56.44,24.13,0.09970000000000001,24.1312
2019-04-02 12:14:57.825,2348.19,1,820.25,699.25,37.21,1278.122031792067,0.34,0.0,22523.46,23.26,0,58.29,56.41,2416.25,30.0,24.13,92.28,80.81,20.66,9.97,56.41,24.13,0.09970000000000001,24.1625
2019-04-02 12:19:57.820,2348.19,1,830.13,725.0,37.81,1407.9918647517916,0.34,0.0,22375.24,22.42,0,61.81,56.65,2430.63,30.16,24.13,92.65,80.89,22.12,9.97,56.65,24.13,0.09970000000000001,24.3063
2019-04-02 12:24:57.815,2544.75,1,828.0,694.38,37.69,1372.8322464479133,0.34,0.0,22375.24,26.09,0,63.77,57.0,2420.0,30.71,24.16,92.58,80.79,25.1,9.97,57.0,24.16,0.09970000000000001,24.2
2019-04-02 12:29:57.810,2425.41,1,825.25,692.25,37.41,1308.310779311927,0.34,0.0,22752.54,25.27,0,61.88,57.0,2420.0,30.84,24.13,92.71,80.91,21.34,9.97,57.0,24.13,0.09970000000000001,24.2
2019-04-02 12:34:57.805,2506.14,1,823.13,676.13,38.02,1479.712277376093,0.34,0.0,23763.16,26.61,0,61.99,57.17,2420.0,30.84,24.13,92.65,80.85,27.32,9.97,57.17,24.13,0.09970000000000001,24.2
2019-04-02 12:39:57.800,2506.14,1,817.5,646.25,37.72,1381.212680256227,0.34,0.0,24443.65,28.92,0,62.51,57.28,2423.75,30.63,24.13,92.71,80.89,30.73,9.97,57.28,24.13,0.09970000000000001,24.2375
2019-04-02 12:44:57.795,2485.08,1,814.75,653.88,37.61,1351.8459716320504,0.34,0.0,23844.01,27.08,0,63.84,57.21,2416.25,30.63,24.13,92.67,80.89,29.97,9.97,57.21,24.13,0.09970000000000001,24.1625
2019-04-02 12:49:57.790,2425.41,1,817.5,663.63,37.34,1296.1888986879494,0.34,0.0,23918.13,25.46,0,62.54,57.07,2426.88,30.84,24.13,92.71,80.81,22.39,9.97,57.07,24.13,0.09970000000000001,24.268800000000002
2019-04-02 12:54:57.785,2485.08,1,817.5,679.0,37.78,1398.7949725443032,0.34,0.0,22934.45,25.72,0,61.61,57.11,2430.63,31.0,24.13,92.75,80.85,27.21,9.97,57.11,24.13,0.09970000000000001,24.3063
2019-04-02 12:59:57.780,2485.08,1,822.38,702.0,37.76,1392.8133742718492,0.34,0.0,23992.24,25.53,0,57.55,56.93,2433.75,31.04,24.13,92.75,80.75,24.23,9.97,56.93,24.13,0.09970000000000001,24.3375
2019-04-02 13:04:57.775,2327.13,1,830.13,720.13,37.19,1275.8655376478564,0.34,0.0,22671.69,24.75,0,57.45,57.0,2430.63,31.0,24.13,92.71,80.95,23.29,9.97,57.0,24.13,0.09970000000000001,24.3063
2019-04-02 13:09:57.770,2386.8,1,837.75,720.13,37.73,1384.0673110238276,0.34,0.0,21283.76,23.99,0,54.44,56.72,2441.25,30.71,24.13,92.75,80.89,22.18,9.97,56.72,24.13,0.09970000000000001,24.4125
2019-04-02 13:14:57.765,2386.8,1,837.75,730.63,36.79,1215.0,0.34,0.0,23048.99,24.38,0,62.2,57.0,2441.25,30.92,24.13,92.67,80.75,23.5,9.97,57.0,24.13,0.09970000000000001,24.4125
2019-04-02 13:19:57.760,2425.41,1,830.13,709.63,36.68,1215.0,0.34,0.0,20832.35,22.38,0,62.58,56.86,2420.0,31.25,24.13,92.67,80.89,14.6,9.97,56.86,24.13,0.09970000000000001,24.2
2019-04-02 13:24:57.755,2309.58,1,822.38,691.5,36.89,1215.0,0.34,0.0,22031.63,21.97,0,59.68,57.07,2409.38,31.29,24.13,92.67,80.85,18.66,9.97,57.07,24.13,0.09970000000000001,24.0938
2019-04-02 13:29:57.750,2407.86,1,820.25,681.75,37.59,1346.9128310878295,0.34,0.0,21768.86,26.25,0,59.19,57.28,2416.25,31.25,24.16,92.71,80.85,24.91,9.97,57.28,24.16,0.09970000000000001,24.1625
2019-04-02 13:34:57.745,2544.75,1,835.0,697.13,38.42,1649.4743791359942,0.34,0.0,25575.55,29.49,0,55.25,57.63,2426.88,31.29,24.16,92.75,81.13,30.38,9.97,57.63,24.16,0.09970000000000001,24.268800000000002
2019-04-02 13:39:57.740,2621.97,1,858.13,702.0,38.02,1479.712277376093,0.34,0.0,25764.2,28.78,0,58.78,57.63,2430.63,31.04,24.13,92.67,80.91,31.54,9.97,57.63,24.13,0.09970000000000001,24.3063
2019-04-02 13:44:57.735,2604.42,1,868.63,725.0,37.84,1417.4559434875846,0.34,0.0,23655.36,27.27,0,66.56,57.59,2426.88,30.79,24.13,92.75,80.17,33.57,9.97,57.59,24.13,0.09970000000000001,24.268800000000002
2019-04-02 13:49:57.730,2544.75,1,889.5,732.75,37.96,1457.9344609917607,0.34,0.0,27044.32,28.83,0,68.17,57.73,2420.0,30.42,24.13,92.75,80.69,35.6,9.97,57.73,24.13,0.09970000000000001,24.2
2019-04-02 13:54:57.725,2506.14,1,893.75,735.5,38.19,1546.7764752476942,0.34,0.0,24403.23,28.13,0,69.25,57.42,2413.12,30.08,24.13,92.71,80.75,30.89,9.97,57.42,24.13,0.09970000000000001,24.1312
2019-04-02 13:59:57.720,5584.41,1,899.38,750.88,37.76,1392.8133742718492,0.34,0.0,27078.01,29.37,0,67.93,57.28,2416.25,29.87,24.13,92.67,80.91,30.89,9.97,57.28,24.13,0.09970000000000001,24.1625
2019-04-02 14:04:57.715,5549.31,1,902.13,755.0,38.19,1546.7764752476942,0.34,0.0,26249.3,28.63,0,71.17,57.42,2416.25,29.83,24.13,92.61,80.85,36.3,9.97,57.42,24.13,0.09970000000000001,24.1625
2019-04-02 14:09:57.710,5584.41,1,902.13,748.0,37.78,1398.7949725443032,0.34,0.0,25420.58,30.22,0,70.68,57.73,2420.0,29.79,24.16,92.67,80.85,39.84,9.97,57.73,24.16,0.09970000000000001,24.2
2019-04-02 14:14:57.705,5584.41,1,907.0,771.13,37.7,1375.5950559997,0.34,0.0,26552.49,26.88,0,71.69,57.42,2420.0,29.83,24.13,92.71,80.81,39.63,9.97,57.42,24.13,0.09970000000000001,24.2
2019-04-02 14:19:57.700,5584.41,1,907.0,768.25,37.93,1447.4264675038867,0.34,0.0,23540.83,29.44,0,71.24,57.56,2426.88,29.62,24.13,92.67,80.81,43.36,9.97,57.56,24.13,0.09970000000000001,24.268800000000002
2019-04-02 14:24:57.695,5584.41,1,911.88,799.0,37.54,1335.1365262076724,0.34,0.0,26026.96,28.15,0,68.63,57.7,2423.75,29.49,24.16,92.67,80.89,49.42,9.97,57.7,24.16,0.09970000000000001,24.2375
2019-04-02 14:29:57.690,5584.41,1,919.63,794.13,38.01,1476.0127146712039,0.34,0.0,25609.24,23.56,0,71.17,57.56,2423.75,29.45,24.16,92.81,80.89,58.38,9.97,57.56,24.16,0.09970000000000001,24.2375
2019-04-02 14:34:57.685,5584.41,1,922.38,783.63,38.25,1572.276749999728,0.34,0.0,25872.0,30.23,0,72.71,58.43,2420.0,29.54,24.16,92.75,80.89,73.2,9.97,58.43,24.16,0.09970000000000001,24.2
2019-04-02 14:39:57.680,5584.41,1,921.75,794.13,37.8,1404.8964239999186,0.34,0.0,26592.92,32.76,0,70.61,58.01,2426.88,29.54,24.13,92.78,80.91,70.79,9.97,58.01,24.13,0.09970000000000001,24.268800000000002
2019-04-02 14:44:57.675,5584.41,1,924.5,801.75,37.5,1326.2939999995288,0.34,0.0,24706.41,30.02,0,68.59,57.53,2416.25,29.49,24.13,92.75,80.85,68.2,9.97,57.53,24.13,0.09970000000000001,24.1625
2019-04-02 14:49:57.670,5584.41,1,927.25,799.0,37.31,1291.5021159520838,0.34,0.0,23311.75,30.29,0,70.65,57.28,2409.38,29.41,24.13,92.28,80.89,61.81,9.97,57.28,24.13,0.09970000000000001,24.0938
2019-04-02 14:54:57.665,5584.41,1,937.75,806.63,37.26,1284.3777534721885,0.34,0.0,23500.4,29.45,0,65.86,56.86,2406.25,29.54,24.16,92.65,80.75,48.58,9.97,56.86,24.16,0.09970000000000001,24.0625
2019-04-02 14:59:57.660,5584.41,1,932.88,776.63,37.16,1272.746446912177,0.34,0.0,23729.47,29.0,0,72.61,56.72,2402.5,29.62,24.16,92.71,80.89,41.01,9.97,56.72,24.16,0.09970000000000001,24.025
2019-04-02 15:04:57.655,5584.41,1,935.0,788.5,37.28,1287.123905343702,0.34,0.0,23729.47,27.34,0,71.34,56.68,2406.25,29.7,24.16,92.71,80.89,39.41,9.97,56.68,24.16,0.09970000000000001,24.0625
2019-04-02 15:09:57.650,5584.41,1,935.0,788.5,37.08,1266.0048896635417,0.34,0.0,25986.54,29.88,0,69.91,57.31,2406.25,29.7,24.16,92.71,80.91,44.66,9.97,57.31,24.16,0.09970000000000001,24.0625
2019-04-02 15:14:57.645,5584.41,1,904.25,776.0,34.83,1215.0,0.34,0.0,21506.1,29.37,0,73.16,57.14,2409.38,29.91,24.07,92.65,80.85,33.57,9.97,57.14,24.07,0.09970000000000001,24.0938
2019-04-02 15:19:57.640,2386.8,1,896.5,768.25,28.61,1215.0,0.34,0.0,21506.1,25.03,0,69.88,56.93,2399.38,29.87,24.02,92.71,80.85,24.07,9.97,56.93,24.02,0.09970000000000001,23.9938
2019-04-02 15:24:57.635,2348.19,1,884.0,771.13,25.0,1215.0,0.34,0.0,20980.57,19.2,0,70.26,57.17,2378.13,29.87,23.9,92.61,80.89,18.36,9.97,57.17,23.9,0.09970000000000001,23.7813
2019-04-02 15:29:57.630,2407.86,1,868.63,768.25,25.0,1215.0,0.34,0.0,21472.41,22.45,0,71.1,57.73,2381.87,29.91,23.79,92.78,80.85,18.04,9.97,57.73,23.79,0.09970000000000001,23.8187
2019-04-02 15:34:57.625,2425.41,1,851.13,760.63,25.0,1215.0,0.34,0.0,22146.17,17.77,0,69.95,58.22,2374.37,30.13,23.73,92.65,80.85,20.2,9.97,58.22,23.73,0.09970000000000001,23.7437
2019-04-02 15:39:57.620,2327.13,1,835.0,755.75,25.0,1215.0,0.34,0.0,21202.91,20.45,0,69.77,58.54,2374.37,30.25,23.7,92.71,80.81,16.09,9.97,58.54,23.7,0.09970000000000001,23.7437
2019-04-02 15:44:57.615,2425.41,1,819.63,720.13,25.0,1215.0,0.34,0.0,20791.93,21.69,0,69.07,58.96,2364.38,30.29,23.67,92.71,80.91,17.42,9.97,58.96,23.67,0.09970000000000001,23.643800000000002
2019-04-02 15:49:57.610,2369.25,1,807.0,725.0,25.0,1215.0,0.34,0.0,22031.63,17.57,0,68.63,59.13,2360.63,30.16,23.64,92.75,80.81,18.66,9.97,59.13,23.64,0.09970000000000001,23.6063
2019-04-02 15:54:57.605,2369.25,1,800.0,732.75,25.0,1215.0,0.34,0.0,21694.75,14.29,0,68.72,59.38,2360.63,30.16,23.62,92.67,80.81,16.74,9.97,59.38,23.62,0.09970000000000001,23.6063
2019-04-02 15:59:57.600,2270.97,1,784.63,717.38,25.0,1215.0,0.34,0.0,21957.51,16.72,0,69.11,59.45,2360.63,30.33,23.62,92.67,80.85,19.66,9.97,59.45,23.62,0.09970000000000001,23.6063
2019-04-02 16:04:57.595,2327.13,1,777.0,712.5,25.0,1215.0,0.34,0.0,21472.41,15.17,0,64.61,59.52,2364.38,30.46,23.59,92.71,80.85,19.42,9.97,59.52,23.59,0.09970000000000001,23.643800000000002
2019-04-02 16:09:57.590,2309.58,1,756.0,684.5,25.0,1215.0,0.34,0.0,21654.33,23.24,0,67.75,60.08,2360.63,30.63,23.62,92.67,81.22,23.64,9.97,60.08,23.62,0.09970000000000001,23.6063
2019-04-02 16:14:57.585,2327.13,1,744.13,666.38,25.0,1215.0,0.34,0.0,21014.26,21.95,0,66.49,60.08,2360.63,30.5,23.62,92.75,80.89,19.47,9.97,60.08,23.62,0.09970000000000001,23.6063
2019-04-02 16:19:57.580,2327.13,1,725.88,641.25,25.0,1215.0,0.34,0.0,20866.04,24.39,0,67.16,59.94,2360.63,30.46,23.62,92.65,80.38,18.2,9.97,59.94,23.62,0.09970000000000001,23.6063
2019-04-02 16:24:57.575,2327.13,1,704.88,628.0,25.0,1215.0,0.34,0.0,20791.93,27.13,0,67.22,60.46,2360.63,30.37,23.62,92.71,80.69,18.96,9.97,60.46,23.62,0.09970000000000001,23.6063
2019-04-02 16:29:57.570,2327.13,1,690.25,613.38,25.0,1215.0,0.34,0.0,20832.35,20.29,0,67.47,60.29,2360.63,30.37,23.59,92.75,80.81,18.44,9.97,60.29,23.59,0.09970000000000001,23.6063
2019-04-02 16:34:57.565,2327.13,1,679.75,618.25,25.0,1215.0,0.34,0.0,21202.91,25.51,0,67.29,60.29,2357.5,30.46,23.59,92.71,80.99,20.1,9.97,60.29,23.59,0.09970000000000001,23.575
2019-04-02 16:39:57.560,2327.13,1,669.25,608.5,25.0,1215.0,0.34,0.0,21506.1,24.74,0,66.56,60.36,2357.5,30.33,23.56,92.71,80.89,13.87,9.97,60.36,23.56,0.09970000000000001,23.575
2019-04-02 16:44:57.555,2327.13,1,662.25,626.0,25.0,1215.0,0.34,0.0,21842.98,20.36,0,67.22,60.61,2357.5,30.29,23.53,92.75,80.91,18.99,9.97,60.61,23.53,0.09970000000000001,23.575
2019-04-02 16:49:57.550,2348.19,1,651.75,610.63,25.0,1215.0,0.34,0.0,21054.69,24.7,0,68.28,60.85,2360.63,30.29,23.53,92.67,80.85,24.37,9.97,60.85,23.53,0.09970000000000001,23.6063
2019-04-02 16:54:57.545,2348.19,1,644.75,612.75,25.0,1215.0,0.34,0.0,20751.5,27.21,0,68.48,60.81,2360.63,30.42,23.5,92.71,80.75,17.58,9.97,60.81,23.5,0.09970000000000001,23.6063
2019-04-02 16:59:57.540,2327.13,1,633.63,605.0,25.0,1215.0,0.34,0.0,20980.57,24.16,0,68.1,61.16,2360.63,30.29,23.5,92.71,80.85,21.04,9.97,61.16,23.5,0.09970000000000001,23.6063
